"PUPIL","ACT","OBSERVED","ORDERED","EXPECTATION","VARIANCE","ZSCORE","RESIDUAL","PERSON MEASURE","ITEM MEASURE","MEASURE DIFFERENCE","LOG(PROBABILITY)","PREDICTED PERSON MEASURE","PREDICTED ITEM MEASURE","MORE PROBABLE RESPONSE","CODE","PERSON LABEL","ITEM LABEL"
40,12,2,2,1.945,.052,.242,.055,1.701,-1.139,2.841,-.057,-.041,.603,2,"02","BADENOV, BORIS","GO TO MUSEUM"
40,13,2,2,1.944,.064,.223,.056,1.701,-.896,2.598,-.052,.437,.368,2,"02","BADENOV, BORIS","GROW GARDEN"
40,14,2,2,1.544,.317,.810,.456,1.701,.294,1.408,-.547,2.489,-.494,2,"02","BADENOV, BORIS","LOOK AT PICTURES OF PLANTS"
40,15,2,2,1.800,.178,.475,.200,1.701,-.559,2.261,-.213,1.448,-.305,2,"02","BADENOV, BORIS","READ ANIMAL STORIES"
40,16,1,1,1.430,.325,-.754,-.430,1.701,.468,1.233,-.713,.468,1.701,1,"01","BADENOV, BORIS","MAKE A MAP"
40,17,2,2,1.643,.278,.678,.357,1.701,.045,1.656,-.405,2.142,-.395,2,"02","BADENOV, BORIS","WATCH WHAT ANIMALS EAT"
40,18,2,2,1.989,.012,.102,.011,1.701,-2.256,3.957,-.011,-.979,.424,2,"02","BADENOV, BORIS","GO ON PICNIC"
40,19,2,2,1.972,.028,.166,.028,1.701,-2.161,3.862,-.028,-.502,.043,2,"02","BADENOV, BORIS","GO TO ZOO"
40,20,1,1,.980,.445,.030,.020,1.701,1.747,-.045,-.589,1.747,1.701,1,"01","BADENOV, BORIS","WATCH BUGS"
40,21,2,2,1.871,.124,.366,.129,1.701,-.804,2.505,-.131,.997,-.100,2,"02","BADENOV, BORIS","WATCH BIRD MAKE NEST"
40,22,2,2,1.678,.264,.627,.322,1.701,-.009,1.711,-.356,2.003,-.311,2,"02","BADENOV, BORIS","FIND OUT WHAT ANIMALS EAT"
40,23,0,0,.865,.543,-1.174,-.865,1.701,1.947,-.245,-1.056,.154,3.494,1,"00","BADENOV, BORIS","WATCH A RAT"
40,24,2,2,1.793,.192,.472,.207,1.701,-.320,2.022,-.214,1.496,-.115,2,"02","BADENOV, BORIS","FIND OUT WHAT FLOWERS LIVE ON"
40,25,2,2,1.542,.339,.786,.458,1.701,.421,1.280,-.532,2.457,-.334,2,"02","BADENOV, BORIS","TALK W/FRIENDS ABOUT PLANTS"
41,1,2,2,1.982,.018,.137,.018,4.734,-.892,5.626,-.018,1.879,1.964,2,"02","FATALE, NATASHA","WATCH BIRDS"
41,2,2,2,1.994,.006,.080,.006,4.734,-.611,5.345,-.006,1.065,3.059,2,"02","FATALE, NATASHA","READ BOOKS ON ANIMALS"
41,3,2,2,1.965,.034,.189,.035,4.734,.279,4.456,-.035,2.577,2.436,2,"02","FATALE, NATASHA","READ BOOKS ON PLANTS"
41,4,2,2,1.831,.145,.443,.169,4.734,1.802,2.932,-.182,4.260,2.276,2,"02","FATALE, NATASHA","WATCH GRASS CHANGE"
41,5,2,2,1.872,.123,.366,.128,4.734,2.189,2.546,-.131,4.020,2.903,2,"02","FATALE, NATASHA","FIND BOTTLES AND CANS"
41,6,2,2,1.970,.029,.176,.030,4.734,.164,4.571,-.031,2.433,2.465,2,"02","FATALE, NATASHA","LOOK UP STRANGE ANIMAL OR PLANT"
41,7,2,2,1.947,.051,.234,.053,4.734,.994,3.740,-.054,3.050,2.678,2,"02","FATALE, NATASHA","WATCH ANIMAL MOVE"
41,8,2,2,1.876,.112,.370,.124,4.734,1.641,3.093,-.130,3.923,2.452,2,"02","FATALE, NATASHA","LOOK IN SIDEWALK CRACKS"
41,9,2,2,1.971,.029,.173,.029,4.734,.600,4.135,-.030,2.492,2.842,2,"02","FATALE, NATASHA","LEARN WEED NAMES"
41,10,2,2,1.996,.004,.064,.004,4.734,-1.570,6.304,-.004,.473,2.691,2,"02","FATALE, NATASHA","LISTEN TO BIRD SING"
41,11,2,2,1.991,.009,.093,.009,4.734,-1.372,6.106,-.009,1.135,2.227,2,"02","FATALE, NATASHA","FIND WHERE ANIMAL LIVES"
41,12,2,2,1.997,.003,.053,.003,4.734,-1.139,5.873,-.003,-.041,3.636,2,"02","FATALE, NATASHA","GO TO MUSEUM"
41,13,2,2,1.998,.002,.048,.002,4.734,-.896,5.630,-.002,.437,3.401,2,"02","FATALE, NATASHA","GROW GARDEN"
41,14,2,2,1.969,.031,.180,.031,4.734,.294,4.441,-.032,2.489,2.539,2,"02","FATALE, NATASHA","LOOK AT PICTURES OF PLANTS"
41,15,2,2,1.989,.011,.104,.011,4.734,-.559,5.293,-.011,1.448,2.727,2,"02","FATALE, NATASHA","READ ANIMAL STORIES"
41,16,2,2,1.952,.046,.224,.048,4.734,.468,4.266,-.049,2.899,2.304,2,"02","FATALE, NATASHA","MAKE A MAP"
41,17,2,2,1.978,.022,.149,.022,4.734,.045,4.689,-.022,2.142,2.638,2,"02","FATALE, NATASHA","WATCH WHAT ANIMALS EAT"
41,18,2,2,1.999,.001,.022,.001,4.734,-2.256,6.990,-.001,-.979,3.457,2,"02","FATALE, NATASHA","GO ON PICNIC"
41,19,2,2,1.999,.001,.036,.001,4.734,-2.161,6.895,-.001,-.502,3.076,2,"02","FATALE, NATASHA","GO TO ZOO"
41,20,2,2,1.884,.107,.355,.116,4.734,1.747,2.988,-.121,3.866,2.615,2,"02","FATALE, NATASHA","WATCH BUGS"
41,21,2,2,1.994,.006,.080,.006,4.734,-.804,5.538,-.006,.997,2.933,2,"02","FATALE, NATASHA","WATCH BIRD MAKE NEST"
41,22,2,2,1.981,.019,.138,.019,4.734,-.009,4.744,-.019,2.003,2.721,2,"02","FATALE, NATASHA","FIND OUT WHAT ANIMALS EAT"
41,23,1,1,1.903,.094,-2.940,-.903,4.734,1.947,2.788,-2.408,1.947,4.734,2,"01","FATALE, NATASHA","WATCH A RAT"
41,24,2,2,1.989,.011,.103,.011,4.734,-.320,5.055,-.011,1.496,2.917,2,"02","FATALE, NATASHA","FIND OUT WHAT FLOWERS LIVE ON"
41,25,2,2,1.970,.029,.174,.030,4.734,.421,4.313,-.030,2.457,2.699,2,"02","FATALE, NATASHA","TALK W/FRIENDS ABOUT PLANTS"
42,1,2,2,1.468,.286,.994,.532,.737,-.892,1.629,-.720,1.879,-2.033,1,"02","LEADER, FEARLESS","WATCH BIRDS"
42,2,1,1,1.658,.320,-1.163,-.658,.737,-.611,1.348,-1.401,-.611,.737,2,"01","LEADER, FEARLESS","READ BOOKS ON ANIMALS"
42,3,2,2,1.179,.386,1.322,.821,.737,.279,.459,-1.209,2.577,-1.561,1,"02","LEADER, FEARLESS","READ BOOKS ON PLANTS"
42,4,1,1,.632,.332,.639,.368,.737,1.802,-1.065,-.630,1.802,.737,1,"01","LEADER, FEARLESS","WATCH GRASS CHANGE"
42,5,0,0,.350,.303,-.636,-.350,.737,2.189,-1.451,-.375,.357,2.569,0,"00","LEADER, FEARLESS","FIND BOTTLES AND CANS"
42,6,1,1,1.228,.388,-.366,-.228,.737,.164,.574,-.579,.164,.737,1,"01","LEADER, FEARLESS","LOOK UP STRANGE ANIMAL OR PLANT"
42,7,1,1,.881,.458,.175,.119,.737,.994,-.257,-.639,.994,.737,1,"01","LEADER, FEARLESS","WATCH ANIMAL MOVE"
42,8,1,1,.650,.365,.579,.350,.737,1.641,-.904,-.667,1.641,.737,1,"01","LEADER, FEARLESS","LOOK IN SIDEWALK CRACKS"
42,9,1,1,1.071,.515,-.099,-.071,.737,.600,.138,-.735,.600,.737,1,"01","LEADER, FEARLESS","LEARN WEED NAMES"
42,10,2,2,1.801,.175,.475,.199,.737,-1.570,2.307,-.212,.473,-1.306,2,"02","LEADER, FEARLESS","LISTEN TO BIRD SING"
42,11,1,1,1.662,.243,-1.342,-.662,.737,-1.372,2.109,-1.146,-1.372,.737,2,"01","LEADER, FEARLESS","FIND WHERE ANIMAL LIVES"
42,12,2,2,1.867,.115,.391,.133,.737,-1.139,1.876,-.142,-.041,-.361,2,"02","LEADER, FEARLESS","GO TO MUSEUM"
42,13,2,2,1.826,.209,.381,.174,.737,-.896,1.633,-.153,.437,-.596,2,"02","LEADER, FEARLESS","GROW GARDEN"
42,14,2,2,1.186,.411,1.269,.814,.737,.294,.444,-1.152,2.489,-1.458,1,"02","LEADER, FEARLESS","LOOK AT PICTURES OF PLANTS"
42,15,2,2,1.555,.337,.767,.445,.737,-.559,1.296,-.511,1.448,-1.270,2,"02","LEADER, FEARLESS","READ ANIMAL STORIES"
42,16,1,1,1.096,.357,-.161,-.096,.737,.468,.269,-.457,.468,.737,1,"01","LEADER, FEARLESS","MAKE A MAP"
42,17,1,1,1.304,.415,-.472,-.304,.737,.045,.692,-.708,.045,.737,1,"01","LEADER, FEARLESS","WATCH WHAT ANIMALS EAT"
42,18,2,2,1.969,.035,.167,.031,.737,-2.256,2.993,-.029,-.979,-.540,2,"02","LEADER, FEARLESS","GO ON PICNIC"
42,19,2,2,1.927,.073,.269,.073,.737,-2.161,2.898,-.072,-.502,-.921,2,"02","LEADER, FEARLESS","GO TO ZOO"
42,20,0,0,.575,.374,-.940,-.575,.737,1.747,-1.009,-.714,-.373,2.857,0,"00","LEADER, FEARLESS","WATCH BUGS"
42,21,1,1,1.684,.282,-1.287,-.684,.737,-.804,1.541,-1.384,-.804,.737,2,"01","LEADER, FEARLESS","WATCH BIRD MAKE NEST"
42,22,1,1,1.343,.424,-.527,-.343,.737,-.009,.747,-.781,-.009,.737,1,"01","LEADER, FEARLESS","FIND OUT WHAT ANIMALS EAT"
42,23,0,0,.420,.357,-.703,-.420,.737,1.947,-1.209,-.451,.154,2.530,0,"00","LEADER, FEARLESS","WATCH A RAT"
42,24,2,2,1.517,.391,.772,.483,.737,-.320,1.058,-.531,1.496,-1.080,2,"02","LEADER, FEARLESS","FIND OUT WHAT FLOWERS LIVE ON"
42,25,1,1,1.148,.461,-.217,-.148,.737,.421,.316,-.660,.421,.737,1,"01","LEADER, FEARLESS","TALK W/FRIENDS ABOUT PLANTS"
43,1,2,2,1.646,.242,.720,.354,1.402,-.892,2.294,-.427,1.879,-1.368,2,"02","MAN, SPIDER","WATCH BIRDS"
43,2,2,2,1.820,.177,.427,.180,1.402,-.611,2.013,-.180,1.065,-.273,2,"02","MAN, SPIDER","READ BOOKS ON ANIMALS"
43,3,2,2,1.424,.344,.981,.576,1.402,.279,1.123,-.746,2.577,-.896,1,"02","MAN, SPIDER","READ BOOKS ON PLANTS"
43,4,0,0,.860,.349,-1.454,-.860,1.402,1.802,-.400,-1.368,-.656,3.860,1,"00","MAN, SPIDER","WATCH GRASS CHANGE"
43,5,1,1,.601,.449,.596,.399,1.402,2.189,-.786,-.937,2.189,1.402,0,"01","MAN, SPIDER","FIND BOTTLES AND CANS"
43,6,1,1,1.470,.335,-.812,-.470,1.402,.164,1.239,-.813,.164,1.402,2,"01","MAN, SPIDER","LOOK UP STRANGE ANIMAL OR PLANT"
43,7,2,2,1.187,.449,1.212,.813,1.402,.994,.408,-1.091,3.050,-.654,1,"02","MAN, SPIDER","WATCH ANIMAL MOVE"
43,8,0,0,.905,.396,-1.439,-.905,1.402,1.641,-.239,-1.388,-.641,3.684,1,"00","MAN, SPIDER","LOOK IN SIDEWALK CRACKS"
43,9,2,2,1.393,.436,.920,.607,1.402,.600,.803,-.710,2.492,-.490,2,"02","MAN, SPIDER","LEARN WEED NAMES"
43,10,2,2,1.891,.101,.341,.109,1.402,-1.570,2.972,-.112,.473,-.641,2,"02","MAN, SPIDER","LISTEN TO BIRD SING"
43,11,2,2,1.799,.167,.493,.201,1.402,-1.372,2.774,-.221,1.135,-1.105,2,"02","MAN, SPIDER","FIND WHERE ANIMAL LIVES"
43,12,2,2,1.927,.068,.281,.073,1.402,-1.139,2.541,-.076,-.041,.303,2,"02","MAN, SPIDER","GO TO MUSEUM"
43,13,2,2,1.921,.092,.262,.079,1.402,-.896,2.298,-.073,.437,.069,2,"02","MAN, SPIDER","GROW GARDEN"
43,14,1,1,1.443,.355,-.744,-.443,1.402,.294,1.109,-.802,.294,1.402,2,"01","MAN, SPIDER","LOOK AT PICTURES OF PLANTS"
43,15,2,2,1.740,.222,.552,.260,1.402,-.559,1.961,-.281,1.448,-.605,2,"02","MAN, SPIDER","READ ANIMAL STORIES"
43,16,1,1,1.330,.342,-.564,-.330,1.402,.468,.934,-.599,.468,1.402,1,"01","MAN, SPIDER","MAKE A MAP"
43,17,2,2,1.552,.326,.785,.448,1.402,.045,1.357,-.525,2.142,-.694,2,"02","MAN, SPIDER","WATCH WHAT ANIMALS EAT"
43,18,2,2,1.985,.016,.119,.015,1.402,-2.256,3.658,-.015,-.979,.125,2,"02","MAN, SPIDER","GO ON PICNIC"
43,19,2,2,1.963,.037,.193,.037,1.402,-2.161,3.563,-.037,-.502,-.256,2,"02","MAN, SPIDER","GO TO ZOO"
43,20,0,0,.848,.436,-1.284,-.848,1.402,1.747,-.345,-1.185,-.373,3.522,1,"00","MAN, SPIDER","WATCH BUGS"
43,21,2,2,1.829,.162,.425,.171,1.402,-.804,2.206,-.176,.997,-.399,2,"02","MAN, SPIDER","WATCH BIRD MAKE NEST"
43,22,2,2,1.591,.316,.727,.409,1.402,-.009,1.411,-.465,2.003,-.611,2,"02","MAN, SPIDER","FIND OUT WHAT ANIMALS EAT"
43,23,0,0,.708,.503,-.998,-.708,1.402,1.947,-.544,-.821,.154,3.195,0,"00","MAN, SPIDER","WATCH A RAT"
43,24,2,2,1.728,.246,.549,.272,1.402,-.320,1.723,-.286,1.496,-.415,2,"02","MAN, SPIDER","FIND OUT WHAT FLOWERS LIVE ON"
43,25,1,1,1.433,.387,-.696,-.433,1.402,.421,.981,-.856,.421,1.402,2,"01","MAN, SPIDER","TALK W/FRIENDS ABOUT PLANTS"
44,1,1,1,1.328,.294,-.605,-.328,.256,-.892,1.148,-.513,-.892,.256,1,"01","CIANCI, BUDDY","WATCH BIRDS"
44,2,2,2,1.473,.452,.784,.527,.256,-.611,.867,-.555,1.065,-1.419,2,"02","CIANCI, BUDDY","READ BOOKS ON ANIMALS"
44,3,1,1,.991,.393,.014,.009,.256,.279,-.023,-.500,.279,.256,1,"01","CIANCI, BUDDY","READ BOOKS ON PLANTS"
44,4,0,0,.479,.299,-.876,-.479,.256,1.802,-1.546,-.606,-.656,2.714,0,"00","CIANCI, BUDDY","WATCH GRASS CHANGE"
44,5,0,0,.228,.209,-.499,-.228,.256,2.189,-1.933,-.238,.357,2.088,0,"00","CIANCI, BUDDY","FIND BOTTLES AND CANS"
44,6,2,2,1.037,.401,1.521,.963,.256,.164,.093,-1.515,2.433,-2.013,1,"02","CIANCI, BUDDY","LOOK UP STRANGE ANIMAL OR PLANT"
44,7,1,1,.669,.417,.512,.331,.256,.994,-.738,-.748,.994,.256,1,"01","CIANCI, BUDDY","WATCH ANIMAL MOVE"
44,8,0,0,.485,.319,-.860,-.485,.256,1.641,-1.385,-.599,-.641,2.538,0,"00","CIANCI, BUDDY","LOOK IN SIDEWALK CRACKS"
44,9,1,1,.824,.502,.249,.176,.256,.600,-.343,-.761,.600,.256,1,"01","CIANCI, BUDDY","LEARN WEED NAMES"
44,10,2,2,1.700,.247,.603,.300,.256,-1.570,1.826,-.330,.473,-1.787,2,"02","CIANCI, BUDDY","LISTEN TO BIRD SING"
44,11,2,2,1.533,.292,.865,.467,.256,-1.372,1.628,-.590,1.135,-2.251,2,"02","CIANCI, BUDDY","FIND WHERE ANIMAL LIVES"
44,12,1,1,1.801,.159,-2.009,-.801,.256,-1.139,1.395,-1.617,-2.238,1.355,2,"01","CIANCI, BUDDY","GO TO MUSEUM"
44,13,2,2,1.690,.367,.512,.310,.256,-.896,1.152,-.266,.437,-1.077,2,"02","CIANCI, BUDDY","GROW GARDEN"
44,14,2,2,.984,.422,1.563,1.016,.256,.294,-.037,-1.592,2.489,-1.939,1,"02","CIANCI, BUDDY","LOOK AT PICTURES OF PLANTS"
44,15,1,1,1.373,.416,-.579,-.373,.256,-.559,.815,-.810,-.559,.256,2,"01","CIANCI, BUDDY","READ ANIMAL STORIES"
44,16,1,1,.924,.358,.127,.076,.256,.468,-.212,-.452,.468,.256,1,"01","CIANCI, BUDDY","MAKE A MAP"
44,17,0,0,1.095,.448,-1.635,-1.095,.256,.045,.211,-1.708,-2.051,2.352,1,"00","CIANCI, BUDDY","WATCH WHAT ANIMALS EAT"
44,18,2,2,1.945,.064,.216,.055,.256,-2.256,2.512,-.050,-.979,-1.021,2,"02","CIANCI, BUDDY","GO ON PICNIC"
44,19,2,2,1.882,.118,.343,.118,.256,-2.161,2.417,-.117,-.502,-1.402,2,"02","CIANCI, BUDDY","GO TO ZOO"
44,20,0,0,.411,.305,-.745,-.411,.256,1.747,-1.491,-.478,-.373,2.376,0,"00","CIANCI, BUDDY","WATCH BUGS"
44,21,1,1,1.522,.392,-.834,-.522,.256,-.804,1.060,-1.092,-.804,.256,2,"01","CIANCI, BUDDY","WATCH BIRD MAKE NEST"
44,22,1,1,1.126,.471,-.184,-.126,.256,-.009,.265,-.667,-.009,.256,1,"01","CIANCI, BUDDY","FIND OUT WHAT ANIMALS EAT"
44,23,0,0,.274,.250,-.549,-.274,.256,1.947,-1.691,-.286,.154,2.049,0,"00","CIANCI, BUDDY","WATCH A RAT"
44,24,2,2,1.303,.491,.994,.697,.256,-.320,.577,-.813,1.496,-1.561,2,"02","CIANCI, BUDDY","FIND OUT WHAT FLOWERS LIVE ON"
44,25,1,1,.922,.468,.114,.078,.256,.421,-.165,-.643,.421,.256,1,"01","CIANCI, BUDDY","TALK W/FRIENDS ABOUT PLANTS"
45,1,2,2,1.892,.097,.346,.108,2.874,-.892,3.765,-.114,1.879,.104,2,"02","MCLOUGHLIN, BILLY","WATCH BIRDS"
45,2,2,2,1.959,.041,.203,.041,2.874,-.611,3.485,-.041,1.065,1.199,2,"02","MCLOUGHLIN, BILLY","READ BOOKS ON ANIMALS"
45,3,2,2,1.805,.166,.479,.195,2.874,.279,2.595,-.212,2.577,.576,2,"02","MCLOUGHLIN, BILLY","READ BOOKS ON PLANTS"
45,4,1,1,1.371,.332,-.643,-.371,2.874,1.802,1.072,-.633,1.802,2.874,1,"01","MCLOUGHLIN, BILLY","WATCH GRASS CHANGE"
45,5,0,0,1.353,.469,-1.976,-1.353,2.874,2.189,.685,-2.119,.357,4.706,2,"00","MCLOUGHLIN, BILLY","FIND BOTTLES AND CANS"
45,6,2,2,1.828,.150,.445,.172,2.874,.164,2.710,-.185,2.433,.604,2,"02","MCLOUGHLIN, BILLY","LOOK UP STRANGE ANIMAL OR PLANT"
45,7,2,2,1.710,.240,.592,.290,2.874,.994,1.880,-.319,3.050,.817,2,"02","MCLOUGHLIN, BILLY","WATCH ANIMAL MOVE"
45,8,2,2,1.465,.335,.924,.535,2.874,1.641,1.233,-.677,3.923,.592,2,"02","MCLOUGHLIN, BILLY","LOOK IN SIDEWALK CRACKS"
45,9,2,2,1.823,.163,.438,.177,2.874,.600,2.274,-.184,2.492,.982,2,"02","MCLOUGHLIN, BILLY","LEARN WEED NAMES"
45,10,2,2,1.974,.026,.163,.026,2.874,-1.570,4.444,-.026,.473,.831,2,"02","MCLOUGHLIN, BILLY","LISTEN TO BIRD SING"
45,11,2,2,1.947,.051,.236,.053,2.874,-1.372,4.246,-.055,1.135,.367,2,"02","MCLOUGHLIN, BILLY","FIND WHERE ANIMAL LIVES"
45,12,2,2,1.982,.017,.134,.018,2.874,-1.139,4.013,-.018,-.041,1.775,2,"02","MCLOUGHLIN, BILLY","GO TO MUSEUM"
45,13,2,2,1.984,.017,.123,.016,2.874,-.896,3.770,-.015,.437,1.541,2,"02","MCLOUGHLIN, BILLY","GROW GARDEN"
45,14,2,2,1.820,.157,.454,.180,2.874,.294,2.580,-.193,2.489,.679,2,"02","MCLOUGHLIN, BILLY","LOOK AT PICTURES OF PLANTS"
45,15,2,2,1.933,.065,.264,.067,2.874,-.559,3.433,-.069,1.448,.867,2,"02","MCLOUGHLIN, BILLY","READ ANIMAL STORIES"
45,16,2,2,1.745,.202,.567,.255,2.874,.468,2.406,-.286,2.899,.444,2,"02","MCLOUGHLIN, BILLY","MAKE A MAP"
45,17,2,2,1.869,.120,.378,.131,2.874,.045,2.828,-.137,2.142,.777,2,"02","MCLOUGHLIN, BILLY","WATCH WHAT ANIMALS EAT"
45,18,2,2,1.997,.003,.057,.003,2.874,-2.256,5.130,-.003,-.979,1.596,2,"02","MCLOUGHLIN, BILLY","GO ON PICNIC"
45,19,2,2,1.991,.009,.092,.009,2.874,-2.161,5.034,-.009,-.502,1.216,2,"02","MCLOUGHLIN, BILLY","GO TO ZOO"
45,20,2,2,1.468,.359,.889,.532,2.874,1.747,1.127,-.649,3.866,.754,2,"02","MCLOUGHLIN, BILLY","WATCH BUGS"
45,21,2,2,1.959,.040,.203,.041,2.874,-.804,3.678,-.041,.997,1.073,2,"02","MCLOUGHLIN, BILLY","WATCH BIRD MAKE NEST"
45,22,2,2,1.886,.107,.349,.114,2.874,-.009,2.883,-.118,2.003,.861,2,"02","MCLOUGHLIN, BILLY","FIND OUT WHAT ANIMALS EAT"
45,23,0,0,1.470,.424,-2.259,-1.470,2.874,1.947,.927,-2.439,.154,4.666,2,"00","MCLOUGHLIN, BILLY","WATCH A RAT"
45,24,2,2,1.933,.066,.262,.067,2.874,-.320,3.194,-.068,1.496,1.057,2,"02","MCLOUGHLIN, BILLY","FIND OUT WHAT FLOWERS LIVE ON"
45,25,2,2,1.827,.156,.440,.173,2.874,.421,2.452,-.183,2.457,.838,2,"02","MCLOUGHLIN, BILLY","TALK W/FRIENDS ABOUT PLANTS"
46,1,2,2,1.260,.292,1.370,.740,.025,-.892,.917,-1.172,1.879,-2.745,1,"02","MULLER, JEFF","WATCH BIRDS"
46,2,2,2,1.361,.512,.892,.639,.025,-.611,.636,-.689,1.065,-1.650,2,"02","MULLER, JEFF","READ BOOKS ON ANIMALS"
46,3,0,0,.900,.391,-1.440,-.900,.025,.279,-.254,-1.385,-2.020,2.323,1,"00","MULLER, JEFF","READ BOOKS ON PLANTS"
46,4,0,0,.413,.277,-.784,-.413,.025,1.802,-1.777,-.503,-.656,2.483,0,"00","MULLER, JEFF","WATCH GRASS CHANGE"
46,5,0,0,.184,.172,-.444,-.184,.025,2.189,-2.164,-.190,.357,1.857,0,"00","MULLER, JEFF","FIND BOTTLES AND CANS"
46,6,2,2,.944,.401,1.668,1.056,.025,.164,-.139,-1.749,2.433,-2.245,1,"02","MULLER, JEFF","LOOK UP STRANGE ANIMAL OR PLANT"
46,7,0,0,.576,.387,-.926,-.576,.025,.994,-.969,-.703,-1.063,2.081,0,"00","MULLER, JEFF","WATCH ANIMAL MOVE"
46,8,0,0,.415,.291,-.769,-.415,.025,1.641,-1.616,-.495,-.641,2.307,0,"00","MULLER, JEFF","LOOK IN SIDEWALK CRACKS"
46,9,0,0,.711,.474,-1.033,-.711,.025,.600,-.575,-.860,-1.293,1.917,1,"00","MULLER, JEFF","LEARN WEED NAMES"
46,10,2,2,1.638,.286,.676,.362,.025,-1.570,1.595,-.407,.473,-2.018,2,"02","MULLER, JEFF","LISTEN TO BIRD SING"
46,11,2,2,1.464,.309,.965,.536,.025,-1.372,1.397,-.706,1.135,-2.482,2,"02","MULLER, JEFF","FIND WHERE ANIMAL LIVES"
46,12,2,2,1.762,.181,.559,.238,.025,-1.139,1.164,-.272,-.041,-1.074,2,"02","MULLER, JEFF","GO TO MUSEUM"
46,13,2,2,1.594,.465,.596,.406,.025,-.896,.921,-.349,.437,-1.308,2,"02","MULLER, JEFF","GROW GARDEN"
46,14,0,0,.887,.418,-1.371,-.887,.025,.294,-.269,-1.301,-1.901,2.220,1,"00","MULLER, JEFF","LOOK AT PICTURES OF PLANTS"
46,15,0,0,1.273,.446,-1.908,-1.273,.025,-.559,.584,-2.092,-2.566,2.032,1,"00","MULLER, JEFF","READ ANIMAL STORIES"
46,16,0,0,.842,.355,-1.412,-.842,.025,.468,-.443,-1.311,-1.962,2.455,1,"00","MULLER, JEFF","MAKE A MAP"
46,17,2,2,.991,.452,1.501,1.009,.025,.045,-.020,-1.508,2.142,-2.071,1,"02","MULLER, JEFF","WATCH WHAT ANIMALS EAT"
46,18,2,2,1.928,.086,.245,.072,.025,-2.256,2.281,-.064,-.979,-1.253,2,"02","MULLER, JEFF","GO ON PICNIC"
46,19,2,2,1.852,.148,.386,.148,.025,-2.161,2.185,-.148,-.502,-1.633,2,"02","MULLER, JEFF","GO TO ZOO"
46,20,1,1,.345,.269,1.262,.655,.025,1.747,-1.722,-1.198,1.747,.025,0,"01","MULLER, JEFF","WATCH BUGS"
46,21,2,2,1.425,.445,.862,.575,.025,-.804,.829,-.644,.997,-1.776,2,"02","MULLER, JEFF","WATCH BIRD MAKE NEST"
46,22,2,2,1.016,.478,1.423,.984,.025,-.009,.034,-1.397,2.003,-1.988,1,"02","MULLER, JEFF","FIND OUT WHAT ANIMALS EAT"
46,23,0,0,.222,.207,-.488,-.222,.025,1.947,-1.922,-.229,.154,1.817,0,"00","MULLER, JEFF","WATCH A RAT"
46,24,1,1,1.186,.525,-.256,-.186,.025,-.320,.345,-.819,-.320,.025,1,"01","MULLER, JEFF","FIND OUT WHAT FLOWERS LIVE ON"
46,25,0,0,.815,.456,-1.208,-.815,.025,.421,-.397,-1.087,-1.614,2.060,1,"00","MULLER, JEFF","TALK W/FRIENDS ABOUT PLANTS"
47,1,1,1,1.194,.287,-.362,-.194,-.203,-.892,.689,-.393,-.892,-.203,1,"01","VAN DAM, ANDY","WATCH BIRDS"
47,2,1,1,1.239,.560,-.319,-.239,-.203,-.611,.408,-.961,-.611,-.203,2,"01","VAN DAM, ANDY","READ BOOKS ON ANIMALS"
47,3,1,1,.812,.385,.303,.188,-.203,.279,-.481,-.545,.279,-.203,1,"01","VAN DAM, ANDY","READ BOOKS ON PLANTS"
47,4,0,0,.352,.252,-.702,-.352,-.203,1.802,-2.005,-.416,-.656,2.255,0,"00","VAN DAM, ANDY","WATCH GRASS CHANGE"
47,5,2,2,.149,.141,4.933,1.851,-.203,2.189,-2.391,-4.935,4.020,-2.034,0,"02","VAN DAM, ANDY","FIND BOTTLES AND CANS"
47,6,2,2,.854,.396,1.822,1.146,-.203,.164,-.366,-1.999,2.433,-2.472,1,"02","VAN DAM, ANDY","LOOK UP STRANGE ANIMAL OR PLANT"
47,7,0,0,.492,.352,-.829,-.492,-.203,.994,-1.197,-.581,-1.063,1.854,0,"00","VAN DAM, ANDY","WATCH ANIMAL MOVE"
47,8,1,1,.352,.261,1.268,.648,-.203,1.641,-1.844,-1.144,1.641,-.203,0,"01","VAN DAM, ANDY","LOOK IN SIDEWALK CRACKS"
47,9,1,1,.607,.436,.595,.393,-.203,.600,-.802,-.892,.600,-.203,0,"01","VAN DAM, ANDY","LEARN WEED NAMES"
47,10,2,2,1.569,.324,.757,.431,-.203,-1.570,1.367,-.497,.473,-2.246,2,"02","VAN DAM, ANDY","LISTEN TO BIRD SING"
47,11,2,2,1.392,.322,1.072,.608,-.203,-1.372,1.169,-.836,1.135,-2.710,1,"02","VAN DAM, ANDY","FIND WHERE ANIMAL LIVES"
47,12,1,1,1.718,.202,-1.597,-.718,-.203,-1.139,.936,-1.267,-2.238,.896,2,"01","VAN DAM, ANDY","GO TO MUSEUM"
47,13,2,2,1.476,.567,.695,.524,-.203,-.896,.693,-.454,.437,-1.536,2,"02","VAN DAM, ANDY","GROW GARDEN"
47,14,1,1,.793,.409,.325,.207,-.203,.294,-.496,-.601,.294,-.203,1,"01","VAN DAM, ANDY","LOOK AT PICTURES OF PLANTS"
